"Brand,""Sottobrand"",""Tipologia"",""EAN"",""COD."",""Descrizione"",""PZ / CRT"",""listino unitario  2025"",""Prezzo netto"""
"Pattex,""Nastri"",""STD"",""8004630889914"",""1669038"",""PATTEX Power Tape Bianco 50mmx10m"",""12"",""6.97"",""0"""
"Pattex,""Nastri"",""STD"",""8004630888542"",""2893898"",""PATTEX Power Tape Bianco 50mmx5m - Ocean"",""12"",""5.22"",""0"""
"Pattex,""Nastri"",""STD"",""8004630888429"",""2893897"",""PATTEX Power Tape Grigio 50mmx5m - Ocean"",""12"",""5.22"",""0"""
"Pattex,""Nastri"",""STD"",""8004630888443"",""1669712"",""PATTEX Power Tape Grigio 50mmx10m"",""12"",""6.97"",""0"""
"Pattex,""Nastri"",""STD"",""8004630888467"",""1669710"",""PATTEX Power Tape Grigio 50mmx25m"",""12"",""12.27"",""0"""
"Pattex,""Nastri"",""STD"",""8004630889938"",""1669042"",""PATTEX Power Tape Nero 50mmx10m"",""12"",""6.97"",""0"""
"Pattex,""Nastri"",""STD"",""8004630888566"",""2893899"",""PATTEX Power Tape Nero 50mmx5m - Ocean"",""12"",""5.22"",""0"""
"Pattex,""Nastri"",""STD"",""8004630885510"",""715149"",""PATTEX 22500 - Biadesivo Universale 19mmx25m"",""48"",""3.44"",""0"""
"Pattex,""Nastri"",""STD"",""8004630892952"",""715150"",""PATTEX 22500 - Biadesivo Universale 25mmx25m"",""36"",""4.85"",""0"""
"Pattex,""Nastri"",""STD"",""8004630885534"",""715151"",""PATTEX 22500 - Biadesivo Universale 50mmx25m"",""18"",""8.98"",""0"""
"Pattex,""Nastri"",""STD"",""8004630885572"",""715153"",""PATTEX 25000 - Biadesivo Telato 50mmx25m"",""24"",""11.77"",""0"""
"Pattex,""Nastri"",""STD"",""8000053131432"",""715155"",""PATTEX 30000 Soft Biadesivo 19mmx10m"",""20"",""12.16"",""0"""
"Pattex,""Nastri"",""STD"",""8004630885596"",""715156"",""PATTEX 30000 Soft Biadesivo 25mmx10m"",""18"",""16.17"",""0"""
"Pattex,""Nastri"",""STD"",""8004630886920"",""2847048"",""PATTEX Biadesivo Power Fix Brico 19mmx1,5m - Ocean"",""12"",""3.16"",""0"""
"Pattex,""Nastri"",""STD"",""8004630886920"",""2624465"",""PATTEX Biadesivo Power Fix Brico 19mmx1,5m - strip"",""12"",""3.16"",""0"""
"Pattex,""Nastri"",""STD"",""8000053132279"",""2857493"",""PATTEX Biadesivo Soffice  25mmx1,5m - Ocean"",""12"",""4.04"",""0"""
"Pattex,""Nastri"",""STD"",""8000053131784"",""2847046"",""PATTEX Biadesivo Tassello  25mmx12mm - Ocean"",""24"",""2.35"",""0"""
"Pattex,""Nastri"",""STD"",""8000053132262"",""2857477"",""PATTEX Biadesivo Trasparente 15mmx10m - Ocean"",""12"",""2.37"",""0"""
"Pattex,""Nastri"",""STD"",""8000053134259"",""715159"",""PATTEX Biadesivo Moquette e Tappeti 50mmx25m"",""12"",""11.49"",""0"""
"Pattex,""Nastri"",""STD"",""8004630895441"",""2857838"",""PATTEX Millechiodi Tape 19mmx1,5m - Ocean"",""12"",""7.29"",""0"""
"Pattex,""Nastri"",""STD"",""8004630895441"",""1922264"",""PATTEX Millechiodi Tape 19mmx1,5m - Strip 12pz"",""12"",""7.29"",""0"""
"Pattex,""Nastri"",""STD"",""8004630899401"",""1415614"",""PATTEX Millechiodi Tape Removibile 10 Strisce"",""12"",""4.81"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630891849"",""2679541"",""PATTEX Bagno Sano Rinnova Fughe"",""12"",""8.09"",""0"""
"Pattex,""Sigillanti"",""STD"",""8000053131265"",""2668400"",""PATTEX Bagno Sano Ripara Smalto"",""6"",""5.66"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630926961"",""2760634"",""PATTEX Re-New Bianco 80ml crt standard"",""12"",""5.86"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630926961"",""2838723"",""PATTEX Re-New Bianco 80ml palbox 60pz"",""60"",""5.86"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630926961"",""2776116"",""PATTEX Re-New Bianco 80ml strip 2x6pz"",""12"",""5.86"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630922468"",""2589876"",""PATTEX Re-new Bianco Cartuccia 280ml - Cartone 12pz"",""12"",""9.40"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630923137"",""2647966"",""PATTEX Sigillanti Light Bagni&Cucine blister 50ml"",""12"",""3.61"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630923175"",""2648093"",""PATTEX Sigillanti Light Esterni blister 50ml"",""12"",""3.61"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630923151"",""2648090"",""PATTEX Sigillanti Light Interni blister 50ml"",""12"",""3.10"",""0"""
"Pattex,""Sigillanti"",""STD"",""8000053133818"",""2647228"",""PATTEX Sigillanti Light Esterni cartuccia 280ml"",""12"",""5.67"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630892532"",""2647234"",""PATTEX Sigillanti Light Bagni&Cucine cartuccia 280ml"",""12"",""5.67"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630892556"",""2674851"",""PATTEX Sigillanti Light Interni cartuccia 280ml"",""12"",""4.53"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630936076"",""3051461"",""Pattex Bagni e Cucine Bianco Kiwi 100ml*6"",""6"",""5.40"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630936113"",""3051595"",""Pattex Esterni Transp Kiwi 100ml*6"",""6"",""5.40"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630928446"",""2814242"",""PATTEX Bagni&Cucine Original Bianco 50ml - Ocean"",""12"",""3.86"",""0"""
"Pattex,""Sigillanti"",""STD"",""4015000405799"",""2717826"",""PATTEX Bagni&Cucine Original Bianco 150ml"",""12"",""4.93"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630928521"",""2814420"",""PATTEX Bagni&Cucine Original Trasparente 50ml - Ocean"",""12"",""4.96"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630900299"",""2717827"",""PATTEX Bagni&Cucine Original Bianco 280ml "",""12"",""5.27"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630900299"",""3032437"",""PATTEX Bagni&Cucine Original Bianco 280ml - NGC"",""12"",""5.27"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630900275"",""2717830"",""PATTEX Bagni&Cucine Original Trasparente 280ml "",""12"",""5.27"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630900275"",""3032786"",""PATTEX Bagni&Cucine Original Trasparente 280ml - NGC"",""12"",""5.27"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630906239"",""2717863"",""PATTEX Bagni&Cucine Rapido Trasparente 300ml"",""12"",""9.17"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630928408"",""2814153"",""PATTEX Bagni&Cucine 3x Protection Bianco 50ml - Ocean"",""12"",""6.19"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630905072"",""2717864"",""PATTEX Bagni&Cucine 3x Protection Bianco 300ml"",""12"",""9.67"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630925223"",""2717865"",""PATTEX Bagni&Cucine Premium Trasparente 280ml"",""12"",""9.67"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630928569"",""2814719"",""PATTEX Universale Trasparente 12x50ml - Ocean"",""12"",""3.36"",""0"""
"Pattex,""Sigillanti"",""Ad Hoc"",""8004630928361"",""2813867"",""PATTEX Universale Trasparente 6x50ml - Ocean"",""6"",""3.36"",""0"""
"Pattex,""Sigillanti"",""STD"",""8410436254267"",""2722742"",""PATTEX Universale Trasparente 280ml "",""12"",""5.25"",""0"""
"Pattex,""Sigillanti"",""STD"",""8410436254267"",""3032791"",""PATTEX Universale Trasparente 280ml - NGC"",""12"",""5.25"",""0"""
"Pattex,""Sigillanti"",""STD"",""8410436254366"",""2717866"",""PATTEX Universale Bianco 280ml"",""12"",""5.25"",""0"""
"Pattex,""Sigillanti"",""STD"",""8410436254366"",""3032787"",""PATTEX Universale Bianco 280ml - NGC"",""12"",""5.25"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630925506"",""2719763"",""PATTEX  FleXtreme Nero 280ml"",""12"",""10.00"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630925575"",""2717868"",""PATTEX FleXtreme Bianco 280ml"",""12"",""10.00"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630925599"",""2719764"",""PATTEX FleXtremeTrasparente 280ml"",""12"",""10.91"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630925988"",""2727605"",""PATTEX Legno&Parquet Rovere chiaro 280ml"",""12"",""5.19"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630926022"",""2727606"",""PATTEX Legno&Parquet Rovere scuro 280ml"",""12"",""5.19"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630926060"",""2727607"",""PATTEX Legno&Parquet Noce 280ml"",""12"",""5.19"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630926107"",""2727608"",""PATTEX Legno&Parquet Mogano 280ml"",""12"",""5.19"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630926145"",""2727609"",""PATTEX Legno&Parquet Ciliegio 280ml"",""12"",""5.19"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630928200"",""2813664"",""PATTEX Muri&Fessure Bianco 50ml - Ocean"",""12"",""3.09"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630900404"",""1793783"",""PATTEX Muri&Fessure Grigio 280ml "",""12"",""3.91"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630900428"",""1797698"",""PATTEX Muri&Fessure Bianco 280ml "",""12"",""3.91"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630900374"",""2717869"",""PATTEX Finestre&Infissi Trasparente 280ml"",""12"",""6.83"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630900312"",""2719765"",""PATTEX Finestre&Infissi Bianco 280ml"",""12"",""6.83"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630900350"",""2719766"",""PATTEX Finestre&Infissi Grigio 280ml"",""12"",""6.83"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630900336"",""2719767"",""PATTEX Finestre&Infissi Marrone 280ml"",""12"",""6.83"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630928286"",""2813803"",""PATTEX Vetri Trasparente 50ml - Ocean"",""12"",""4.74"",""0"""
"Pattex,""Sigillanti"",""STD"",""8410436254427"",""2719768"",""PATTEX Vetri Trasparente 280ml"",""12"",""7.34"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630926367"",""2728816"",""PATTEX BBQ&Caminetti Nero 80ml"",""12"",""6.36"",""0"""
"Pattex,""Sigillanti"",""STD"",""8410436254472"",""2719769"",""PATTEX BBQ&Caminetti Grigio 280ml"",""12"",""8.86"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630926428"",""2734663"",""PATTEX Alte Temperature Rosso 70ml "",""24"",""6.48"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630926282"",""2728224"",""PATTEX Alte Temperature Rosso 280ml "",""12"",""10.60"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630928248"",""2813708"",""PATTEX Auto&Nautica Nero 50ml - Ocean"",""12"",""4.50"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630926329"",""2728225"",""PATTEX Auto&Nautica Nero 280ml"",""12"",""7.26"",""0"""
"Pattex,""Box"",""STD"",""8004630900299"",""3079365"",""PATTEX Heavy Range 48pz- NGC"",""48"",""5.27"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630912384"",""1713244"",""PATTEX Silicone Universale Trasparente 280ml"",""25"",""4.54"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630912384"",""3032783"",""PATTEX Silicone Universale 280ml trasparente - NGC"",""25"",""4.54"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630912360"",""1713248"",""PATTEX Silicone Universale Bianco 280ml"",""25"",""4.50"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630912360"",""3032785"",""PATTEX Silicone Universale Bianco 280ml- NGC"",""25"",""4.50"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630919642"",""2236271"",""PATTEX Sigillante Universale Trasparente Bi-pack 280ml "",""6"",""9.06"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630929245"",""2845136"",""PATTEX Sigillante Acrilico verniciabile bianco Bipack 300ml"",""6"",""5.25"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630921041"",""2708054"",""PATTEX SP101 Original Nero 25pz"",""25"",""10.24"",""0"""
"Pattex,""Sigillanti"",""STD"",""8410020407390"",""2708066"",""PATTEX SP101 Original Marrone 25pz"",""25"",""10.24"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630921027"",""2708057"",""PATTEX SP101 Original Grigio25pz"",""25"",""10.24"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630921003"",""2708060"",""PATTEX SP101 Original Bianco 25pz"",""25"",""10.24"",""0"""
"Pattex,""Sigillanti"",""STD"",""8410436035378"",""2884674"",""PATTEX SP101 Trasparente 25pz"",""25"",""11.15"",""0"""
"Pattex,""Sigillanti"",""STD"",""8004630915897"",""2708051"",""PATTEX SP101 Testa moro 280ml 25pz"",""25"",""10.24"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630903658"",""1536073"",""PATTEX AC 401 Flexo Pac Giunti e Crepe Bianco 300ml"",""25"",""3.57"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630903634"",""1536072"",""PATTEX AC 401 Flexo Pac Giunti e Crepe Grigio 300ml"",""25"",""3.57"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630904143"",""1536074"",""PATTEX AC 403 Sigil One Trasparente  300ml"",""12"",""4.47"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630904129"",""1536075"",""PATTEX AC 405 Acril Muro Bianco 300ml"",""25"",""5.78"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""4015000407328"",""1948350"",""PATTEX Acril1 Bianco 300ml"",""25"",""2.53"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""4015000407311"",""2647233"",""PATTEX Acril1 Grigio 300ml"",""25"",""2.53"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630887262"",""1536071"",""PATTEX PU 198 Bianco 310ml"",""12"",""7.64"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8000053133979"",""1536070"",""PATTEX PU 198 Grigio 310ml"",""12"",""7.64"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630888986"",""1525389"",""PATTEX RF 999 Camini e Stufe Grigio 300ml"",""12"",""9.39"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630903610"",""1534266"",""PATTEX Silicon 5 Bianco 300ml"",""25"",""5.85"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630903610"",""V"",""PATTEX Silicon 5 Bianco 300ml -NGC"",""25"",""5.85"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630903764"",""1536082"",""PATTEX SL 500 Marrone 300ml"",""12"",""5.74"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630903801"",""1536084"",""PATTEX SL 500 Multiuso Avorio RAL 1013 300ml"",""12"",""5.74"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630903849"",""1536086"",""PATTEX SL 500 Multiuso Bianco 300ml"",""25"",""5.06"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630903788"",""1536083"",""PATTEX SL 500 Multiuso Grigio 300ml"",""12"",""5.74"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630903825"",""1536085"",""PATTEX SL 500 Multiuso Trasparente 300ml"",""25"",""5.06"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630903740"",""1536081"",""PATTEX SL 500 Nero 300ml"",""12"",""5.74"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630904280"",""2716253"",""PATTEX SL 501 Termoidraulica Bianco RAL 9016 300ml"",""25"",""5.94"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630904266"",""2716252"",""PATTEX SL 501 Termoidraulica Trasparente 300ml"",""25"",""5.78"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630904228"",""2716254"",""PATTEX SL 503 Vetri Trasparente 300ml"",""25"",""6.39"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8410020405044"",""1533279"",""PATTEX SL 507 Trasparente 300ml"",""12"",""6.90"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8410020404900"",""2716255"",""PATTEX SL 509 Alta Temperatura Nero 300ml"",""12"",""10.93"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630904303"",""2716256"",""PATTEX SL 509 Alta Temperatura Rosso 300ml"",""12"",""10.93"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8000053133467"",""2716257"",""PATTEX SL 509 Alta Temperatura Rosso 70ml"",""24"",""6.37"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630904860"",""2784474"",""PATTEX SL 618 Specchi Trasparente 300ml  (ex 1535859)"",""25"",""8.67"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630904907"",""1534717"",""PATTEX SL 619 Plastiche Trasparente 300ml"",""12"",""8.59"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""4015000438469"",""2111588"",""PATTEX Fusion XLT Universale 300ml Bianco"",""12"",""9.02"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8410436282680"",""2111589"",""PATTEX Fusion XLT Universale 300ml Trasparente"",""12"",""9.45"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630904785"",""2784471"",""Pattex PRO SL620 ALU RAL 9006 300mlx12"",""12"",""7.71"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630904808"",""2111730"",""PATTEX SL 620 Fusion SERRAMENTI E EDILIZIA AVORIO RAL 1013 "",""12"",""7.71"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630904617"",""2111312"",""PATTEX SL 620 Fusion SERRAMENTI E EDILIZIA BIANCO RAL 9016 "",""25"",""7.71"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630904679"",""2111583"",""PATTEX SL 620 Fusion SERRAMENTI E EDILIZIA GRIGIO RAL 7004"",""12"",""5.94"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8410436110822"",""2801163  "",""Pattex PRO SL620 Grey RAL7011 300ml x 12"",""12"",""7.71"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630904655"",""2784450"",""Pattex PRO SL620 Brown RAL 8014 300mlx12"",""12"",""7.71"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630904846"",""2111313"",""PATTEX SL 620 Fusion SERRAMENTI E EDILIZIA MARRONE RAME RAL 8004 "",""12"",""7.71"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630904761"",""2111338"",""PATTEX SL 620 Fusion SERRAMENTI E EDILIZIA NERO RAL 9004"",""12"",""5.94"",""0"""
"Pattex,""Sigillanti Heavy"",""STD"",""8004630904730"",""2111573"",""PATTEX SL 620 Fusion SERRAMENTI E EDILIZIA TRASPARENTE"",""25"",""7.71"",""0"""
"Pattex,""Schiuma"",""STD"",""8004630916733"",""2011024"",""PATTEX 2x2 Foam 750mlx12"",""12"",""14.61"",""0"""
"Pattex,""Schiuma"",""STD"",""8004630902316"",""1540585"",""PATTEX PU Foam FR77 Antifuoco 750ml"",""12"",""34.92"",""0"""
"Pattex,""Schiuma"",""STD"",""8004630023769"",""2950140"",""PATTEX PU Foam PF 100 500ml (ex 1540586)"",""12"",""7.56"",""0"""
"Pattex,""Schiuma"",""STD"",""8000053131517"",""2904141"",""PATTEX PU Foam PF 100 750ml (ex 1540587)"",""12"",""9.74"",""0"""
"Pattex,""Schiuma"",""STD"",""8004630890996"",""2926626"",""PATTEX PU Foam PF 100 per Pistola 750ml (ex 1540588)"",""12"",""10.84"",""0"""
"Pattex,""Schiuma"",""STD"",""8004630023776"",""1540589"",""PATTEX PU Foam PF 200 750ml"",""12"",""10.40"",""0"""
"Pattex,""Schiuma"",""STD"",""8004630931798"",""2948627"",""PATTEX PU Foam PF 200 750ml"",""12"",""10.40"",""0"""
"Pattex,""Schiuma"",""STD"",""8004630902613"",""1540581"",""PATTEX PU Foam PF 320 750ml"",""12"",""11.05"",""0"""
"Pattex,""Schiuma"",""STD"",""8004630904433"",""1540610"",""PATTEX PU Foam PF 320 per Pistola 750ml"",""12"",""11.82"",""0"""
"Pattex,""Schiuma"",""STD"",""8000053133948"",""1541172"",""PATTEX PU Solvent 500ml"",""12"",""11.30"",""0"""
"Metyland,""Parati"",""STD"",""8410436134842"",""1560573"",""METYLAN Liquido concentrato 500g"",""12"",""15.46"",""0"""
"Metyland,""Parati"",""STD"",""8004630026005"",""2928105"",""METYLAN Instant 180g"",""20"",""13.45"",""0"""
"Metyland,""Parati"",""STD"",""8004630026012"",""1697348"",""METYLAN Sichozell Kleister 125g"",""40"",""7.39"",""0"""
"Metyland,""Parati"",""STD"",""8410020401282"",""2928111"",""METYLAN Spezial 180g"",""40"",""12.18"",""0"""
"Metyland,""Parati"",""STD"",""8410020401275"",""223066"",""METYLAN Universale 125g"",""40"",""7.42"",""0"""
"Metyland,""Parati"",""STD"",""8004630912063"",""1697414"",""METYLAN Isolit 7kg"",""1"",""32.46"",""0"""
"Metyland,""Parati"",""STD"",""8004630912049"",""1697377"",""METYLAN Isolit 925g"",""12"",""5.95"",""0"""
"Metyland,""Parati"",""STD"",""8004630023462"",""1697362"",""METYLAN Ovalit 5kg"",""1"",""36.05"",""0"""
"Metyland,""Parati"",""STD"",""8004630023455"",""1697355"",""METYLAN Ovalit 750g"",""12"",""7.06"",""0"""
"Metyland,""Parati"",""STD"",""8004630912018"",""1697368"",""METYLAN Saxit 4kg"",""4"",""37.30"",""0"""
"Metyland,""Parati"",""STD"",""8004630912032"",""1697372"",""METYLAN Saxit 6kg"",""1"",""51.75"",""0"""
"Metyland,""Parati"",""STD"",""8004630911998"",""1697366"",""METYLAN Saxit 900g"",""12"",""9.18"",""0"""
"Metyland,""Parati"",""STD"",""8004630912087"",""1697386"",""METYLAN Defix 500ml"",""12"",""7.70"",""0"""
"Tangit,""Tangit"",""STD"",""4015000785983"",""402221"",""TANGIT per PVC-U 12x125g"",""12"",""8.56"",""0"""
"Tangit,""Tangit"",""STD"",""4015000095334"",""420283"",""TANGIT per PVC-U 1Kg"",""12"",""40.86"",""0"""
"Tangit,""Tangit"",""STD"",""8410020004070"",""415903"",""TANGIT per PVC-U 500g"",""12"",""23.45"",""0"""
"Tangit,""Tangit"",""STD"",""8410020004063"",""34949"",""TANGIT per PVC-U con Pennello 250g"",""12"",""13.71"",""0"""
"Tangit,""Tangit"",""STD"",""8410020009761"",""298585"",""TANGIT per PVC-U con Pennello 500g"",""12"",""26.17"",""0"""
"Tangit,""Tangit"",""STD"",""8004630927340"",""2770760"",""Tangit THF Free 125g* 12"",""12"",""8.56"",""0"""
"Tangit,""Tangit"",""STD"",""8410436483797"",""3006798"",""Tangit PVC-U PLUS Brush 250g*12"",""12"",""13.71"",""0"""
"Tangit,""Tangit"",""STD"",""8410436483858"",""3006799"",""Tangit PVC-U PLUS Brush 500g*12"",""12"",""23.45"",""0"""
"Tangit,""Tangit"",""STD"",""8410436483919"",""3006831"",""Tangit PVC-U PLUS Brush 1kg*6"",""6"",""40.86"",""0"""
"Tangit,""Tangit"",""STD"",""8004630932177"",""2960103"",""TANGIT Uni-lock 80m (ex 2055955)"",""20"",""11.76"",""0"""
"Tangit,""Tangit"",""STD"",""8004630898145"",""2055926"",""TANGIT Uni-lock 160m"",""20"",""17.91"",""0"""
"Tangit,""Tangit"",""STD"",""8004630898930"",""2920215"",""TANGIT Sigillaraccordi Metallo 50ml"",""12"",""26.76"",""0"""
"Tangit,""Tangit"",""STD"",""8004630025558"",""243462"",""TANGIT KS 1l"",""8"",""14.08"",""0"""
"Tangit,""Tangit"",""STD"",""8410436288408"",""2136315"",""TANGIT PVC-U/C/ABS Cleaner 1L"",""12"",""22.20"",""0"""
"Tangit,""Tangit"",""STD"",""8410436306997"",""2198905"",""TANGIT FIX IT TAPE 3m"",""8"",""7.54"",""0"""
